"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:25:49:94","ポゼッションスタート",,,,,,
="0:25:49:94","筑波大学",,,,,,
="0:25:53:10",,,"永満凌","ドリブル",,,
="0:25:56:28",,"スローイン","山原怜音",,,,
="0:26:05:28","ポゼッションエンド",,,,,,
="0:26:05:28","筑波大学",,,,,,
="0:26:25:75","ポゼッションスタート",,,,,,
="0:26:25:75","相手チーム",,,,,,
="0:26:27:30",,,"犬飼翔洋",,,"オフサイド",
="0:27:10:93","相手チーム","FK",,,,,
="0:27:28:99",,,"山川哲史",,"ブロック",,
="0:27:36:58","ポゼッションエンド",,,,,,
="0:27:36:58","相手チーム",,,,,,
="0:27:47:98",,,"井川空",,"ブロック",,
="0:27:57:04","相手チーム","スローイン",,,,,
="0:28:03:81",,,"手塚貴大",,"ブロック",,
="0:28:09:85","ポゼッションスタート",,,,,,
="0:28:09:85","筑波大学",,,,,,
="0:28:17:46","相手チーム",,,,,"ファール",
="0:28:19:26","ポゼッションエンド",,,,,,
="0:28:19:26","筑波大学",,,,,,
="0:28:25:13",,"FK","手塚貴大",,,,
="0:28:33:64","ポゼッションスタート",,,,,,
="0:28:33:64","筑波大学",,,,,,
="0:28:39:66",,"スローイン","山原怜音",,,,
="0:28:48:07","ポゼッションエンド",,,,,,
="0:28:48:07","筑波大学",,,,,,
="0:29:19:44","ポゼッションスタート",,,,,,
="0:29:19:44","筑波大学",,,,,,
="0:29:20:27",,,"加藤匠人",,"ブロック",,
="0:29:39:97",,,"山川哲史",,"ブロック",,
="0:29:41:33","ポゼッションエンド",,,,,,
="0:29:41:33","筑波大学",,,,,,
="0:29:44:58",,,"永満凌","ドリブル",,,
="0:30:15:19","ポゼッションスタート",,,,,,
="0:30:15:19","筑波大学",,,,,,
="0:30:17:58","相手チーム","GK",,,,,
="0:30:56:03","ポゼッションエンド",,,,,,
="0:30:56:03","筑波大学",,,,,,
="0:31:16:00",,,"山原怜音","クロス",,,
="0:31:18:82","ポゼッションスタート",,,,,,
="0:31:18:82","筑波大学",,,,,,
="0:31:32:52","ポゼッションエンド",,,,,,
="0:31:32:52","筑波大学",,,,,,
="0:31:46:48","ポゼッションスタート",,,,,,
="0:31:46:48","筑波大学",,,,,,
="0:31:51:64",,,"犬飼翔洋","枠外シュート",,,
="0:31:58:33","相手チーム","GK",,,,,
="0:31:59:70",,,"生地慶充","ドリブル",,,
="0:32:15:48","ポゼッションエンド",,,,,,
="0:32:15:48","筑波大学",,,,,,
="0:32:17:18",,,"知久航介",,"カット",,
="0:32:30:63",,,"岩本翔","枠内シュート",,,
="0:32:47:26","ポゼッションスタート",,,,,,
="0:32:47:26","相手チーム",,,,,,
="0:32:51:50",,"GK","大川圭為",,,,
="0:32:53:55",,,"山原怜音",,,"ファール",
="0:32:58:37","ポゼッションエンド",,,,,,
="0:32:58:37","相手チーム",,,,,,
="0:32:58:81","相手チーム","FK",,,,,
="0:33:21:30","ポゼッションスタート",,,,,,
="0:33:21:30","相手チーム",,,,,,
="0:33:21:90",,,"知久航介",,"クリア",,
="0:33:23:52","ポゼッションエンド",,,,,,
="0:33:23:52","相手チーム",,,,,,
="0:33:40:83","ポゼッションスタート",,,,,,
="0:33:40:83","筑波大学",,,,,,
="0:33:42:27",,,"永満凌",,,"ファール",
="0:34:04:11","相手チーム","FK",,,,,
="0:34:32:30",,"GK","大川圭為",,,,
="0:34:35:79",,,"山原怜音","クロス",,,
="0:34:37:32","ポゼッションエンド",,,,,,
="0:34:37:32","筑波大学",,,,,,
="0:34:58:28","ポゼッションスタート",,,,,,
="0:34:58:28","筑波大学",,,,,,
="0:34:58:98",,,"犬飼翔洋",,,"ファール",
="0:35:19:13","相手チーム","GK",,,,,
="0:35:27:32","相手チーム",,,,,"ファール",
="0:35:32:51","ポゼッションエンド",,,,,,
="0:35:32:51","筑波大学",,,,,,
="0:35:34:68",,"FK","手塚貴大",,,,
="0:35:54:73",,,"知久航介",,"カット",,
="0:36:11:05",,,"生地慶充","クロス",,,
="0:36:12:50","ポゼッションスタート",,,,,,
="0:36:12:50","筑波大学",,,,,,
="0:36:18:04",,,"山川哲史",,"カット",,
="0:36:20:44","ポゼッションエンド",,,,,,
="0:36:20:44","筑波大学",,,,,,
="0:36:23:66","相手チーム",,,,,"ファール",
="0:36:36:26",,"FK","山川哲史",,,,
="0:36:54:51","ポゼッションスタート",,,,,,
="0:36:54:51","筑波大学",,,,,,
="0:36:59:23",,,"永満凌","ドリブル",,,
="0:37:42:76","ポゼッションエンド",,,,,,
="0:37:42:76","筑波大学",,,,,,
="0:37:57:07","ポゼッションスタート",,,,,,
="0:37:57:07","相手チーム",,,,,,
="0:38:00:28","ポゼッションエンド",,,,,,
="0:38:00:28","相手チーム",,,,,,
="0:38:02:76",,,"加藤匠人",,"カット",,
="0:38:03:40","ポゼッションスタート",,,,,,
="0:38:03:40","筑波大学",,,,,,
="0:38:04:90","ポゼッションエンド",,,,,,
="0:38:04:90","筑波大学",,,,,,
="0:38:37:00",,,"手塚貴大",,"クリア",,
="0:38:45:32","相手チーム",,,,,"ファール",
="0:38:47:07","ポゼッションスタート",,,,,,
="0:38:47:07","筑波大学",,,,,,
="0:38:50:23","ポゼッションエンド",,,,,,
="0:38:50:23","筑波大学",,,,,,
="0:38:53:65","相手チーム","スローイン",,,,,
="0:38:56:55","ポゼッションスタート",,,,,,
="0:38:56:55","筑波大学",,,,,,
="0:39:18:07",,,"山川哲史",,"クリア",,
="0:39:30:55",,,"山川哲史",,,"ファール",
="0:39:37:64","相手チーム","FK",,,,,
="0:39:51:92","ポゼッションエンド",,,,,,
="0:39:51:92","筑波大学",,,,,,
="0:39:52:00",,,"知久航介",,"ブロック",,
="0:39:55:56","ポゼッションスタート",,,,,,
="0:39:55:56","筑波大学",,,,,,
="0:40:00:23",,,"犬飼翔洋","クロス",,,
="0:40:04:50","ポゼッションエンド",,,,,,
="0:40:04:50","筑波大学",,,,,,
="0:40:07:24","ポゼッションスタート",,,,,,
="0:40:07:24","筑波大学",,,,,,
="0:40:16:28","ポゼッションエンド",,,,,,
="0:40:16:28","筑波大学",,,,,,
="0:40:29:82","ポゼッションスタート",,,,,,
="0:40:29:82","筑波大学",,,,,,
="0:40:36:38",,"スローイン","山原怜音",,,,
="0:40:37:55","ポゼッションエンド",,,,,,
="0:40:37:55","筑波大学",,,,,,
="0:40:41:34","ポゼッションスタート",,,,,,
="0:40:41:34","筑波大学",,,,,,
="0:40:46:37",,"スローイン","山原怜音",,,,
