"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:16:49:27",,,"森侑里","パス",,,
="0:16:54:54",,,"阿部航斗","パス",,,
="0:16:57:28",,,"森侑里","パス",,,
="0:17:02:85",,,"山原怜音","パス",,,
="0:17:05:15",,,"渡邊陽","パス",,,
="0:17:09:52",,,"山川哲史","パス",,,
="0:17:10:36",,,"井川空",,"カット",,
="0:17:15:13",,,"三笘薫","ドリブル",,,
="0:17:19:57",,,"三笘薫","パス",,,
="0:17:22:17","相手チーム",,,,,"ファール",
="0:17:27:44","ポゼッションエンド",,,,,,
="0:17:27:44","筑波大学",,,,,,
="0:17:35:98",,"FK","高嶺朋樹",,,,
="0:17:41:42","ポゼッションスタート",,,,,,
="0:17:41:42","筑波大学",,,,,,
="0:17:41:89",,,"高嶺朋樹","パス",,,
="0:17:43:22",,,"加藤匠人","パス",,,
="0:17:45:43",,,"高嶺朋樹","パス",,,
="0:17:46:53",,,"井川空","ドリブル",,,
="0:17:51:17",,,"井川空","パス",,,
="0:17:53:64",,,"山川哲史","パス",,,
="0:17:55:87",,,"三笘薫","パス",,,
="0:17:58:07",,,"加藤匠人",,,"オフサイド",
="0:18:00:34",,,"岩本翔","パス",,,
="0:18:02:88","ポゼッションエンド",,,,,,
="0:18:02:88","筑波大学",,,,,,
="0:18:15:39","相手チーム","FK",,,,,
="0:18:32:74","相手チーム",,,,,"ファール",
="0:18:44:32",,"FK","井川空",,,,
="0:18:50:19",,,"井川空","パス",,,
="0:18:50:23","ポゼッションスタート",,,,,,
="0:18:50:23","筑波大学",,,,,,
="0:18:54:70",,,"山川哲史","パス",,,
="0:18:57:40","ポゼッションエンド",,,,,,
="0:18:57:40","筑波大学",,,,,,
="0:19:03:00","ポゼッションスタート",,,,,,
="0:19:03:00","相手チーム",,,,,,
="0:19:05:74",,,"加藤匠人",,"カット",,
="0:19:10:21","ポゼッションエンド",,,,,,
="0:19:10:21","相手チーム",,,,,,
="0:19:12:01","ポゼッションスタート",,,,,,
="0:19:12:01","筑波大学",,,,,,
="0:19:12:78",,,"渡邊陽","パス",,,
="0:19:15:48",,,"井川空","パス",,,
="0:19:15:95",,,"三笘薫","パス",,,
="0:19:17:59",,,"井川空","パス",,,
="0:19:19:62",,,"渡邊陽","パス",,,
="0:19:23:49",,,"山川哲史","パス",,,
="0:19:26:33",,,"森侑里","パス",,,
="0:19:30:80",,,"山川哲史","パス",,,
="0:19:33:90","相手チーム","スローイン",,,,,
="0:19:37:27","ポゼッションエンド",,,,,,
="0:19:37:27","筑波大学",,,,,,
="0:19:43:75",,,"渡邊陽",,"カット",,
="0:19:49:22","ポゼッションスタート",,,,,,
="0:19:49:22","筑波大学",,,,,,
="0:19:50:42",,,"渡邊陽","パス",,,
="0:19:54:19",,,"山原怜音","パス",,,
="0:19:56:42",,,"渡邊陽","パス",,,
="0:19:58:23",,,"森侑里","パス",,,
="0:20:01:33",,,"山川哲史","パス",,,
="0:20:02:00",,,"井川空","パス",,,
="0:20:03:40",,,"三笘薫","パス",,,
="0:20:04:00",,,"井川空","パス",,,
="0:20:09:14","ポゼッションエンド",,,,,,
="0:20:09:14","筑波大学",,,,,,
="0:20:12:24",,"スローイン","三笘薫",,,,
="0:20:18:91","ポゼッションスタート",,,,,,
="0:20:18:91","筑波大学",,,,,,
="0:20:24:15",,,"井川空","パス",,,
="0:20:26:15",,,"森侑里","パス",,,
="0:20:27:82",,,"渡邊陽","パス",,,
="0:20:29:92",,,"加藤匠人","パス",,,
="0:20:31:29",,,"渡邊陽","パス",,,
="0:20:31:93",,,"高嶺朋樹","ドリブル",,,
="0:20:33:73",,,"森侑里","パス",,,
="0:20:35:70",,,"三笘薫","ドリブル",,,
="0:20:36:70",,,"高嶺朋樹","パス",,,
="0:20:40:07",,,"三笘薫","クロス",,,
="0:20:40:67",,,"三笘薫","パス",,,
="0:20:46:74",,,"渡邊陽",,"カット",,
="0:20:48:28",,,"渡邊陽","パス",,,
="0:20:52:11",,,"山原怜音","クロス",,,
="0:20:55:32",,,"山原怜音","パス",,,
="0:20:56:89","ポゼッションエンド",,,,,,
="0:20:56:89","筑波大学",,,,,,
="0:21:04:79","ポゼッションスタート",,,,,,
="0:21:04:79","相手チーム",,,,,,
="0:21:50:84",,,"阿部航斗",,,,"キャッチ"
="0:21:55:31","ポゼッションエンド",,,,,,
="0:21:55:31","相手チーム",,,,,,
="0:22:20:00","ポゼッションスタート",,,,,,
="0:22:20:00","相手チーム",,,,,,
="0:23:01:74",,,"三笘薫",,"カット",,
="0:23:06:92","ポゼッションエンド",,,,,,
="0:23:06:92","相手チーム",,,,,,
