Player,: Teduka Takahiro,,,,,,,,,,,,,,,,,,,,,
Session,: 20190506 Top Kanto League 5sec vs Juntendo Univ.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Start,43:51.4,,,,,,,,,,,,,,,,,,,,,
End,00:23.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Time,Cumulative Time,Heart Rate,Heart Rate Zone,Speed (km/h),Speed Zone,Distance (m),X (m),Y (m),Latitude,Longitude,Sats,Acceleration (m/s/s),Bodyload,Impact Z1,Impact Z2,Impact Z3,Impact Z4,Impact Z5,Impact Z6,Split Name,Acceleration Load (m/s/s),Filtered Velocity (km/h)
44:00.1,00:08.7,0,1,0,1,0,21.205,58.924,35.89780474,139.9357684, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.1,00:08.7,0,1,0,1,0,21.205,58.924,35.89780474,139.9357684, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.2,00:08.8,0,1,0,1,0,21.217,58.907,35.89780474,139.9357684, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.3,00:08.9,0,1,0,1,0,21.217,58.907,35.89780462,139.9357684, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.3,00:08.9,0,1,0,1,0,21.217,58.907,35.89780462,139.9357684, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.4,00:09.0,0,1,0,1,0,21.224,58.894,35.89780462,139.9357684, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.5,00:09.1,0,1,0,1,0,21.224,58.894,35.8978045,139.9357687, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.5,00:09.1,0,1,0,1,0,21.224,58.894,35.8978045,139.9357687, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.6,00:09.2,0,1,0,1,0,21.244,58.881,35.8978045,139.9357687, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.7,00:09.3,0,1,0,1,0,21.244,58.881,35.8978042,139.9357689, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.7,00:09.3,0,1,0,1,0,21.244,58.881,35.8978042,139.9357689, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.8,00:09.4,0,1,0,1,0,21.27,58.847,35.8978042,139.9357689, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.9,00:09.5,0,1,0,1,0,21.27,58.847,35.89780412,139.9357691, T 14,0,0,0,0,0,0,0,0,,0,0
44:00.9,00:09.5,0,1,0,1,0,21.27,58.847,35.89780412,139.9357691, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.0,00:09.6,0,1,0,1,0,21.284,58.838,35.89780412,139.9357691, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.1,00:09.7,0,1,0,1,0,21.284,58.838,35.89780381,139.9357694, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.1,00:09.7,0,1,0,1,0,21.284,58.838,35.89780381,139.9357694, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.2,00:09.8,0,1,0,1,0,21.309,58.804,35.89780381,139.9357694, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.3,00:09.9,0,1,0,1,0,21.309,58.804,35.89780358,139.9357695, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.3,00:09.9,0,1,0,1,0,21.309,58.804,35.89780358,139.9357695, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.4,00:10.0,0,1,0,1,0,21.323,58.779,35.89780358,139.9357695, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.5,00:10.1,0,1,0,1,0,21.323,58.779,35.89780332,139.9357698, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.5,00:10.1,0,1,0,1,0,21.323,58.779,35.89780332,139.9357698, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.6,00:10.2,0,1,0,1,0,21.343,58.749,35.89780332,139.9357698, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.7,00:10.3,0,1,0,1,0,21.343,58.749,35.89780312,139.93577, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.7,00:10.3,0,1,0,1,0,21.343,58.749,35.89780312,139.93577, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.8,00:10.4,0,1,0,1,0,21.364,58.728,35.89780312,139.93577, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.9,00:10.5,0,1,0,1,0,21.364,58.728,35.89780294,139.9357701, T 14,0,0,0,0,0,0,0,0,,0,0
44:01.9,00:10.5,0,1,0,1,0,21.364,58.728,35.89780294,139.9357701, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.0,00:10.6,0,1,0,1,0,21.37,58.707,35.89780294,139.9357701, T 14,0,0,0,0,0,0,0,0,,0,0
44:02.1,00:10.7,0,1,0,1,0,21.37,58.707,35.89780264,139.9357702, T 14,0,0,0,0,0,0,0,0,,0,0
